Station Name,Water Year,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values
Mineral Creek,2014,0,0,1.8,2.8,5.4,6,6.8,7.7,9.1,9,13.5,13.1,16.6,17.1,13.1,20.5,0,22.9,0,23.1,0,27.1,0,29.1
Mineral Creek,2015,0,0,0,1.5,2.9,4.7,5.8,7.6,7.5,8.8,10.5,11,10.5,13.1,5.3,13.9,0,20.7,0,23,0,26.6,0,29.1
Mineral Creek,2016,0,0,0,3.7,3.3,6.8,7.5,10.9,10.9,13.6,11.7,14.6,14.8,17.1,10.8,19,0,21.4,0,21.8,0,23.9,0,29.4
Mineral Creek,2017,0,0,0,0.6,2.7,3.1,7.2,7.4,13.9,13,16.8,15.8,17.5,18.1,12.2,19.9,0,22.1,0,22.1,0,25.7,0,27.2
Mineral Creek,2018,0,0,0.8,0.6,1.1,1.5,1.5,1.7,4,4.1,7,6.7,8.1,7.8,0,9.9,0,10.7,0,10.9,0,12.5,0,13.5
Mineral Creek,2019,0,0,1.3,3.7,3.2,5.6,5.5,7.6,9.4,11,14.9,15.9,22.9,23.2,19.5,25.5,14.1,29.7,0,30.4,0,31.1,0,32.6
Mineral Creek,2020,0,0,0.6,0.9,3.5,3.8,7.8,8,9.5,9.7,11.2,11.3,15,15,9.5,16.2,0,16.5,0,18.7,0,21.3,0,21.3
Mineral Creek,2021,0,0,0.5,0.4,3.7,3,6.1,4.9,8.4,6.6,10.7,8.3,14.2,10.9,7.7,11.4,0,14.2,0,15.6,0,19.5,0,20.8
Mineral Creek,2022,0.2,0,0.9,3.7,0.8,4.5,5.6,10.6,6,11.2,8.8,14,11.3,17.1,1.7,18.4,0,18.8,0,21.6,0,24.9,0,27.6
Monte Cristo,1979,0,0,0,0,3,4.9,8.9,10.9,15.8,16.1,21.3,20.1,26.8,24,27.8,26.9,4,29.4,0,30,0,30.8,0,32
Monte Cristo,1980,0,0,2.1,4.2,5.3,7.7,6.8,8.9,19.8,20,25.9,24.8,32.7,30.3,25.5,32.9,,39.1,0,41,0,41.4,0,41.9
Monte Cristo,1981,0,0,1.1,2.9,3.1,5.1,4.7,6.8,7,8.6,8.4,10.5,15.3,15.9,8.1,17.8,0,26.1,0,27.1,0,27.3,0,27.3
Monte Cristo,1982,0,0,3.4,5.7,7.1,9.4,16,18.3,20.1,22.5,25,26.6,33.6,35.7,33.1,40.8,22.3,42.8,0,44.4,0,46.4,0,47.6
Monte Cristo,1983,3.1,0,1.5,2.8,7.9,8.7,12.7,12.7,16.1,14.8,20.6,18.3,27.9,24.1,34.1,30.1,30.8,33.2,0,34.3,0,37,0,40.4
Monte Cristo,1984,0,0,0,4.3,8.6,12.8,23.8,24.6,27.7,26.4,31.8,28.5,37.2,34,40.8,40.8,15.4,44.2,0,48.3,0,49.1,0,51.5
Monte Cristo,1985,0,0,3.9,5.7,13.2,13.9,20.1,18.8,22.3,20.3,27.6,23.8,35.6,28.6,25.5,31.6,0,36.2,0,36.8,0,37.9,0,38.2
Monte Cristo,1986,0,0,0.3,3.2,9,11.5,12.8,14.3,18.1,16.3,34,29.8,39,33.8,46.3,44.1,31,48.6,0,49.2,0,49.5,0,49.8
Monte Cristo,1987,3.3,0,3.8,3.4,6.6,6.3,7,6.9,10.8,11.1,14.1,13.6,20,17.3,9.4,17.6,0,22.2,0,22.3,0,24.4,0,26.1
Monte Cristo,1988,0,0,0,2.3,2,4.9,6.3,9.3,14.9,13.8,20.3,15.8,25.6,19.9,18.1,24.8,0,28.7,0,29.1,0,29.1,0,29.5
Monte Cristo,1989,0,0,0,0,9,7.9,14.6,11.7,20,17.1,27.5,22.7,35.3,28.8,25.9,31.8,0,33.9,0,36.3,0,36.9,0,38.3
Monte Cristo,1990,0,0,0.8,1.6,3.3,5.2,4.3,6.2,10.6,11,19.6,14.5,22.4,16.5,13.8,20.6,0.2,23.7,0,25.9,0,27.4,0,28.5
Monte Cristo,1991,0,0,0.1,2.1,4.8,6.6,10.1,10.7,14.2,13.7,18.5,16.7,26.1,21.6,29.7,26.5,16.2,32.5,0,34.5,0,34.9,0,36.1
Monte Cristo,1992,0,0,2.7,3.8,9.5,10,11.7,11.4,13.8,12.8,18.5,15.6,18.8,17,3.8,18.3,0,20.3,0,22.3,0,24.2,0,24.6
Monte Cristo,1993,0,0,3.6,4.2,8.2,8.5,15.1,13.5,22.8,18.9,29.3,23.3,36,28.7,38.4,33.7,14.9,38.7,0,42.2,0,44.6,0,46.7
Monte Cristo,1994,0,0,0,2.9,2.7,5.2,5.5,7.5,9.7,10.9,18.2,18.4,24.8,23.4,20.9,27.1,0,29,0,29,0,29,0,29.7
Monte Cristo,1995,0,0,0,4.2,5.7,10.4,12.5,13.7,20.7,19.6,24.8,23,35.1,31.9,38.2,36.1,32.4,41.9,0,45.2,0,46.8,0,47.7
Monte Cristo,1996,0,0,0.6,2.1,6.2,6.5,11.5,11.6,24.9,21,31.4,25,37.1,29.1,39.7,33.2,20.3,36.1,0,36.4,0,38.1,0,38.3
Monte Cristo,1997,0,0,3.1,3.6,6.8,7.3,23.4,20.3,33.9,28,38.1,30.5,40.6,33.3,42.5,39.1,12.2,41.4,0,43.8,0,45.3,0,48.1
Monte Cristo,1998,0,0,1.1,2.6,4,5.9,8.8,8.4,19.9,17.8,25.9,22.4,30.2,26.9,28.1,29.5,13.1,34.2,0,40,0,42.1,0,43.5
Monte Cristo,1999,0,0,0.1,3,4.5,7.2,7.3,10.5,14.8,16.3,23.3,23.1,26,25.9,35.8,34.1,23,38.7,0,41.3,0,42.9,0,43.6
Monte Cristo,2000,0,0,0,0.5,1.3,1.8,4.7,4.6,11.1,10.5,17.5,15.8,21.4,19.3,12.3,21.4,0,24.1,0,24.7,0,25.9,0,28.5
Monte Cristo,2001,0,0,0.1,2.8,3.1,5.4,7.8,9.7,9.6,11.5,15.7,16.3,17.6,18.2,15.3,23.1,0,24.4,0,25.9,0,27.3,0,28
Monte Cristo,2002,0,0,0.5,2.3,3.8,6.4,9.4,11.6,13.6,15.4,16.2,17.5,23,22.6,21.5,26.9,0,29.5,0,29.8,0,30.6,0,30.9
Monte Cristo,2003,0,0,1.4,2.6,6.1,6.3,9.8,9.6,11.4,11.5,16.2,15.8,20.2,20.5,13.5,23,0,26.4,0,27.5,0,29.9,0,31.9
Monte Cristo,2004,0,0,0.7,0.9,5.8,6.6,11.7,11.8,16,16.1,21.6,20.4,21.3,23,19.2,27.1,0,30,0,31.9,0,32.2,0,34.5
Monte Cristo,2005,0,0,6.2,6.8,7.7,9.3,14.1,14.7,21,21.5,25,24.9,30.5,29.3,32.2,34.5,12.1,38.1,0,40.7,0,41,0,42.9
Monte Cristo,2006,0,0,0.4,1.9,5.1,6.5,14,14.8,23.2,23.1,27.3,26.9,36.5,33.7,34.1,37.4,8.3,39.8,0,41.6,0,42.4,0,44.2
Monte Cristo,2007,0,0,1.6,3.9,6.4,8.6,9.5,11.5,11.4,13.2,17.3,18,18.9,20.8,12.6,23.5,0,25.8,0,26.5,0,28.9,0,30.5
Monte Cristo,2008,0,0,0,3.2,1.5,4.7,7.8,10.1,17.6,17.9,24.3,23.2,29.4,26.3,30.5,29.2,14.4,32.1,0,33.2,0,33.3,0,34.5
Monte Cristo,2009,0,0,0,1.8,2.7,4.8,9.8,11.2,16,16.7,20.1,20.4,26.7,25.9,27.1,31.2,0,33.3,0,38,0,38.6,0,39.7
Monte Cristo,2010,0.9,0,2,3.9,2.9,5,6.8,8.2,11.2,11.9,13.7,14.1,16.7,16.2,16.2,21,15.5,28.3,0,30.6,0,31,0,32.7
Monte Cristo,2011,0,0,1.8,4.5,8.9,11.8,18.5,21,23,24.9,29.3,29.7,39.2,37.5,49.5,46.7,49.5,54.1,10.4,55.6,0,56.7,0,58.5
Monte Cristo,2012,0,0,0,2.6,4.7,6.7,6.4,8.1,11.9,12.9,16.3,16.3,16.7,18.8,10.3,22.4,0,25,0,25.1,0,26,0,26.4
Monte Cristo,2013,0,0,3.4,4.9,5,7.4,9.9,12.6,13,15.3,14.9,17,17.9,20.3,21.3,24.8,0,26.9,0,26.9,0,28.5,0,28.8
Monte Cristo,2014,0,0,1.4,2.8,3.4,4.5,7.9,8.5,12,11.8,21,19.6,27.9,25.4,24.2,28.1,0,30.7,0,32.9,0,36.8,0,40.2
Monte Cristo,2015,0,0,0,0.6,4.9,4.8,10.9,10.5,13,12.4,15.9,15.2,15.4,17.4,11.2,20.5,0,26.1,0,27.5,0,29,0,30.6
Monte Cristo,2016,0,0,0.3,1.8,4.1,5.7,10.1,11.7,16.6,17.2,20.2,20.5,28.3,27.3,25,31.2,8.3,35.5,0,35.9,0,36,0,36.4
Monte Cristo,2017,0,0,0,4.1,3,7,10.4,13.6,22,23.8,31.8,33,35.6,38.4,39,44.5,15.8,46.5,0,48.3,0,49.3,0,50.3
Monte Cristo,2018,0,0,0,0.7,5.3,5.6,9.1,9,12.4,12.4,15.6,15.5,21.4,21.1,18.6,25.3,0,27.1,0,28,0,28.1,0,28.7
Monte Cristo,2019,0,0,0,3.4,5.6,8.1,8.9,11.1,14.1,15.6,24.4,24.1,32.4,30.4,33.8,36,26.2,42.1,0,42.9,0,43.3,0,44.3
Monte Cristo,2020,0,0,2.5,2.5,6.6,6,12,10.9,18.5,16.7,22.8,20.2,29.4,25.9,23.6,28,0,29.1,0,32.6,0,33.4,0,33.9
Monte Cristo,2021,0,0,0.1,1,4.4,5,6.6,7,9.9,9.9,16.8,16.1,18.8,18.2,15.5,20.8,0,23.2,0,23.8,0,27.4,0,30.5
Monte Cristo,2022,0,0,2,6,3.2,7.8,12.3,16.3,16.3,20.2,16.9,20.9,18.7,23.4,20.4,27.8,3.4,31.3,0,31.9,0,32.1,0,34
Mormon Mountain,1981,0,,0,2.6,0,2.8,0.3,3.9,0.6,5.5,1.3,7.3,2.8,12.8,0,14.9,0,15.3,0,15.7,0,17.7,0,22.4
Mormon Mountain,1982,0,0,0,3.2,2.2,5.8,2.1,7.5,7.1,14.4,10.2,18.7,10.6,27.4,0,28.2,0,29.4,0,29.7,0,32.6,0,36.7
Mormon Mountain,1983,0,0,0,0.8,3.3,10,6.8,15.6,8.3,18.8,13.3,23.8,15.6,32.1,9.4,36.8,0,36.9,0,36.9,0,39.9,0,42
Mormon Mountain,1984,0,0,0,1.2,2.3,4.8,2.9,9.8,3.6,10.6,0,10.6,0,11.7,0,13.5,0,13.7,0,15.1,0,18.8,0,23.6
Mormon Mountain,1985,0,0,0,2.6,1.1,4.7,5.9,11.9,10.2,15.9,11.5,18.5,8.3,23.5,0,27.1,0,27.1,0,27.1,0,31.1,0,31.6
Mormon Mountain,1986,0,0,0,2.6,2.6,9,2.5,9.4,0,9.6,0,12.7,0,17.1,0,18.8,0,19.3,0,19.6,0,25.5,0,31.3
Mormon Mountain,1987,0,0,0,3,0,4.9,0.9,7.3,4.4,11.5,5.3,15.6,5.7,18.3,0,18.6,0,19.6,0,19.6,0,21.5,0,22.3
Mormon Mountain,1988,0,0,0,4.1,0,6.8,2.3,9.6,4.1,12.8,3.4,15.9,0,16.1,0,21.8,0,21.8,0,23.3,0,24.8,0,28.9
Mormon Mountain,1989,0,0,0,1.1,1.3,3.8,2.2,6.2,5.5,9.1,4.1,11.3,0,14,0,14,0,14.6,0,14.6,0,17.1,0,19.8
Mormon Mountain,1990,0,0,0,2.3,0,2.3,0.7,3.2,1,5.1,4.3,9,0.5,12.7,0,14.5,0,15.7,0,15.9,0,19.2,0,22
Mormon Mountain,1991,0,0,0,0.2,1,2.4,2.9,6.4,2.8,7.9,2.6,11,10.5,20.5,0,20.5,0,20.5,0,20.9,0,21.9,0,23.2
Mormon Mountain,1992,0,0,0,0.9,2,6,3.9,9.4,6.1,12,9.2,17.3,8.6,22.8,0,23.1,0,26.2,0,28,0,31.2,0,36.6
Mormon Mountain,1993,0,0,0,2.8,0,3.7,3,11.1,9.5,24.1,16.7,36.5,7.5,39.2,0,39.2,0,39.5,0,40.1,0,40.1,0,42.3
Mormon Mountain,1994,0,0,0,4.2,0.5,7.9,1.6,9.3,1.5,10.2,4.7,14.1,0.2,16.3,0.2,20,0,20.7,0,21.3,0,21.5,0,23.5
Mormon Mountain,1995,0,0,0,2.1,1.5,5.3,1.2,8,8.7,16,7.5,23,0,29.3,0,33.7,0,35.3,0,35.6,0,36,0,37
Mormon Mountain,1996,0,0,0,0,0,0.9,0.1,1.8,0,2.4,1.9,6.1,0,7.6,0,7.7,0,7.7,0,7.8,0,9.4,0,10.8
Mormon Mountain,1997,0,0,0.8,1.3,0.8,3.1,0.4,5,7.8,13.3,9.2,15.8,0.2,17.1,0,18.9,0,19.7,0,19.7,0,19.9,0,22
Mormon Mountain,1998,0,0,0,2.1,0.4,4.4,3.8,9.1,6.6,11.3,12.2,17.2,12.1,24.8,2.4,29,0,29.7,0,29.8,0,32.1,0,33.7
Mormon Mountain,1999,0,0,0,2.9,0.7,6.5,0.8,8.3,0.6,9.1,0,10.5,0,11.8,0,16.1,0,17,0,17.8,0,23.4,0,26.8
Mormon Mountain,2000,0,0,0,0,0,0,0.1,0.1,0,1.4,0.3,3.5,0.5,8.8,0,10.4,0,10.7,0,11.2,0,11.3,0,16.6
Mormon Mountain,2001,0,0,1.2,5,1.7,7.5,0,8.1,2.7,12.3,3.7,15.8,0,18,0,21.3,0,22.6,0,23,0,24.7,0,29.8
Mormon Mountain,2002,0,0,0,0.6,0.9,1.8,2.9,4.4,2.1,4.6,0,5.2,0,6.3,0,6.8,0,7.3,0,7.4,0,8.5,0,9.1
Mormon Mountain,2003,0,0,0,2.3,0,5.9,1.7,7.9,0,8.1,3.1,14.4,0.1,18.9,0,19.6,0,20.2,0,20.4,0,21,0,25.8
Mormon Mountain,2004,0,0,0,0.8,0,3.1,0.6,4.2,3,6.2,6.9,10,1.9,12,0,12.9,0,13.2,0,13.3,0,14,0,16.7
Mormon Mountain,2005,0,0,1.1,4.9,2.4,9.6,3.9,15.5,9.5,24.6,11.3,32.1,8.8,35.4,0,38.1,0,38.2,0,38.2,0,39.5,0,44.9
Mormon Mountain,2006,0,0,0,1.2,0,1.3,0,1.4,0,1.7,0,1.9,1.6,6.4,0,7.6,0,7.7,0,7.8,0,9.4,0,14
Mormon Mountain,2007,0,0,0,1.4,0,1.6,0.9,3,4,5.7,4.2,7.8,0,9.1,0,10.1,0,11.2,0,11.4,0,14.3,0,17.5
Mormon Mountain,2008,0,0,0,0.1,0.4,2.7,1.2,10.6,8.5,20.9,13,26,2.8,26.7,0,26.7,0,27.5,0,28,0,30.7,0,33.2
Mormon Mountain,2009,0,0,0,0.5,0,1.5,7.9,11.1,6.9,13.2,7.6,17.2,0,17.4,0,18.3,0,20.8,0,20.9,0,21.9,0,22
Mormon Mountain,2010,0,0,0,0,0,0,6.3,6.7,15.1,17.3,18.7,21.9,16.6,25.5,0,26.7,0,27.5,0,27.7,0,30.5,0,34.4
Mormon Mountain,2011,0,0,0,2.4,1,5.2,4,12.1,3.5,12.1,5.4,15.5,0,17,0,17.6,0,19.5,0,19.5,0,21.1,0,22.8
Mormon Mountain,2012,0,0,0,2.8,0.2,5.3,2.5,8.5,3.1,9.4,1.3,11.2,0,14.2,0,15.6,0,16.1,0,16.3,0,21.8,0,26
Mormon Mountain,2013,0,0,0,0.6,0,2.4,4.1,7.2,4.9,13.3,5,14.9,0,16.8,0,17.2,0,17.3,0,17.3,0,21.9,0,27.3
Mormon Mountain,2014,0,0,0,1.4,1,4.3,2.9,7.1,0.9,7.4,0.2,7.9,0,11,0,12.6,0,12.9,0,12.9,0,16.1,0,24.2
Mormon Mountain,2015,0,0,0,0.4,0,0.7,1.4,4.4,0.3,8.4,2,11.1,0,14.6,0,15.7,0,18,0,20.6,0,25.6,0,31.5
Mormon Mountain,2016,0,0,0,5.8,0,10.2,2.3,13.3,6.2,17.9,0,18.7,0,19.4,0.3,20.9,0,22.7,0,23.5,0,25,0,28.9
Mormon Mountain,2017,0,0,0,0.9,0.7,4.2,2.7,12.2,9.1,21.2,7.2,25,0,26.8,0,27.1,0,27.7,0,27.7,0,32.5,0,34.7
Mormon Mountain,2018,0,0,0,0,0,0,0,0,0.9,2.2,1.9,5.3,0,6.7,0,6.7,0,7.4,0,7.4,0,10.6,0,13.9
Mormon Mountain,2019,0,0,0,6.1,1.5,7.6,0.8,8.8,2.6,12.3,6.1,24.2,0.3,28,0,28.1,0,31.6,0,31.7,0,32.6,0,33.1
Mormon Mountain,2020,0,0,0,0.2,3.8,6.9,5.3,12.9,4.4,13.4,0.7,15.2,0,20.9,0,22.7,0,22.7,0,22.7,0,23.5,0,24.4
Mormon Mountain,2021,0,0,0,0.5,0,1.4,0,1.6,5.5,7.7,3.6,8.7,0,11.9,0,12.4,0,13,0,13.1,0,19.1,0,20.8
Mormon Mountain,2022,0,0,0,3.2,0,3.4,4.9,11,4.7,11.6,4.9,14.2,0,17.6,0,17.9,0,17.9,0,20.2,0,25.6,0,29.8
Quemazon,1980,,,,,,,,,,,,,,,,,,,,20.8,,21.8,,24
Quemazon,1981,0,0,1.7,0.9,3.8,2.1,4.8,2.3,5.1,2.4,5.4,3.2,11,8.7,0,13.2,0,15.6,0,18.4,0,19.5,0,23.8
Quemazon,1982,0,0,0,2.2,1.1,3.4,1.1,3.9,3.9,6.7,8.2,10.5,9.9,12.6,0,13.2,0,15.4,0,16.1,0,21.5,0,28.1
Quemazon,1983,0,0,0,1.1,3.1,4.5,7.1,7.9,10.5,10.3,12.2,11.6,15.5,15.5,4.9,16.8,0,18.1,0,19.1,0,23.5,0,29.3
Quemazon,1984,0,0,0,2.7,1.6,5,5.2,8.1,6.4,9.3,7.3,10,7.5,13,0,15.1,0,15.2,0,17.6,0,20.6,0,26.3
Quemazon,1985,0,0,2.4,4.4,3,5.6,8.8,10.6,11.1,12.3,13.1,14.1,14.8,18,3.1,22.1,0,23.6,0,25.3,0,27.9,0,30.4
Quemazon,1986,0,0,0,3.8,2.5,6.1,4.1,6.9,4.2,7.2,6.6,9.5,3.8,11,0,13.7,0,15.9,0,22.1,0,24.3,0,29.5
Quemazon,1987,0,0,0.5,3.9,3.3,7.4,5,9,8.3,11.3,15.4,16,15.9,16.8,2.6,18.3,0,20.3,0,22.5,0,25.1,0,29.3
Quemazon,1988,0,0,0,1,3.1,4.7,5.9,7.2,8.9,9.3,9.6,9.6,6.9,11.2,0,13.1,0,14.4,0,16.3,0,18.6,0,25.5
Quemazon,1989,0,0,0,0.7,2,2.6,3.9,4.1,5.8,5.5,8.7,7.9,3.1,9.1,0,9.1,0,10.1,0,11.9,0,17.6,0,19.6
Quemazon,1990,0,0,0,2.3,0.6,3.2,1,4.1,3.1,6.2,5.3,7.6,4.3,9.5,0,11.6,0,12.7,0,14.9,0,19.5,0,24.1
Quemazon,1991,0,0,0,0.2,1.9,3.6,6.7,7.4,8.1,8.5,8.6,9.5,10.6,13,0,13,0,15.8,0,18.7,0,25.6,0,32
Quemazon,1992,0,0,0.8,0.9,5,5.6,8.7,8.9,9.1,10.3,10.6,11.8,12.6,15.1,0,15.5,0,19.9,0,21.3,0,25.3,0,30.9
Quemazon,1993,0,0,0.4,1.5,2.4,3.9,5.3,7.2,10.7,12.3,14.2,16.3,14.8,18.4,0,18.6,0,19.9,0,20,0,21.4,0,28.6
Quemazon,1994,0,0,0,1.3,2.5,3.5,3.2,4.4,4.7,5.7,7.3,8,8,11,0.9,13.6,0,15.3,0,16.7,0,20.8,0,25.8
Quemazon,1995,0,0,3.1,4.6,5.2,8.3,5.7,9.4,9.3,12.6,11,14.2,8.8,16.2,3.9,19.6,0,21.6,0,24.2,0,27,0,34.4
Quemazon,1996,0,0,0.1,0.1,0,0.6,1.2,1.9,3.5,3.8,4.5,4.9,3.1,6.4,0,6.6,0,6.6,0,10.1,0,16.5,0,21.4
Quemazon,1997,0,0,3.7,4.8,5.7,7.7,5.8,8.8,8.8,11.9,12,14.8,5.1,14.8,0.1,17.4,0,19,0,20.9,0,24.5,0,30
Quemazon,1998,0,0,0,0.9,1.9,2.5,5.1,5.6,5.7,6.4,7.5,8.2,8.6,11.9,0.1,13.4,0,13.6,0,14,0,20.9,0,26
Quemazon,1999,0,0,1.4,5.7,2.4,7.7,2.4,8.3,3.2,9.3,3.7,10.3,0.1,12.6,0.1,16.9,0,19.8,0,22.4,0,26,0,31.9
Quemazon,2000,0,0,0,0.8,0.3,1,1.3,2,2.5,3.1,3,3.8,4.5,7.8,0,8.5,0,8.5,0,10,0,13.9,0,17
Quemazon,2001,0,0,0.3,4.7,3.8,7.6,4.5,8.1,9.6,12.6,11.9,14.5,10.8,18.1,0,19.6,0,22.1,0,22.5,0,28.8,0,32.7
Quemazon,2002,0,0,0,0.5,1.3,1.7,2.2,2.6,3.2,3.5,3.5,3.8,0,4.1,0,5,0,5,0,6.8,0,9.2,0,11.7
Quemazon,2003,0,0,1.2,2.5,2.5,4.5,4.5,6.6,4.7,6.9,7,9.4,6,11.3,0,11.9,0,12.5,0,15.2,0,15.7,0,20.4
Quemazon,2004,0,0,0,1.3,1.1,2.6,2.4,3.6,3.3,4.5,6.8,7.5,0.3,8.8,0,13.9,0,13.9,0,15.3,0,16.5,0,18.1
Quemazon,2005,0,0,0,2.8,2.6,5.5,4.6,7.7,9.3,11.8,13.1,15,14.3,17.5,0,19.4,0,21.1,0,21.5,0,21.8,0,26.6
Quemazon,2006,0,0,0,2,0.7,2.6,1,3,1.7,3.7,1.1,3.9,0.8,5.7,0,6,0,6,0,7,0,10.8,0,20.4
Quemazon,2007,0,0,0.4,2.2,1.1,3,6,7.2,9.1,9.7,10.5,11.4,4.9,12.8,0,14.4,0,17.6,0,18.8,0,20.6,0,24.3
Quemazon,2008,0,0,0,0.7,0.9,2.5,3,7.1,7.2,10.7,10,13.4,4.5,13.9,0,14.3,0,16,0,16,0,18.9,0,21.7
Quemazon,2009,0,0,0.2,2.4,1.2,4.5,6.3,9.2,7,10.1,6.6,10.5,2.9,12,0,14.4,0,16.8,0,20.7,0,22.9,0,26.2
Quemazon,2010,0,0,0.3,2.1,1,3,3.8,5.7,8.6,9.9,11.1,12.3,11.4,14.6,0,15.5,0,17.3,0,18,0,23,0,27.2
Quemazon,2011,0,0,0.2,2.6,0.5,3.2,3.1,5.9,3.4,6.2,3.8,6.8,0,7.3,0,8.2,0,8.8,0,8.8,0,11,0,16.6
Quemazon,2012,0,0,0.1,2.8,1.3,4.6,4.5,8,5.6,9.1,6.9,10.6,0,11.5,0,12.6,0,13.7,0,13.8,0,18.6,0,21.2
Quemazon,2013,0,0,0,1.3,0,1.6,2,3.6,3.4,5.1,4.6,6.5,0,7.1,0,7.5,0,7.5,0,8.3,0,11.3,0,13.6
Quemazon,2014,0,0,0.4,1.2,2,4.1,2.3,4.7,2.4,4.9,0.6,5.4,0,6.3,0,7,0,7.8,0,7.8,0,12,0,14.2
Quemazon,2015,0,0,0,1.1,0,2.3,1.7,4.1,3.7,5.8,6.1,7.9,0,9.6,0,10.7,0,14.2,0,19.6,0,28.1,0,30.1
Quemazon,2016,0,0,0,2.8,1.6,4.8,5.2,8.1,6.4,9.3,5.1,10.2,0,10.2,0.2,13.5,0,14.9,0,15.5,0,15.7,0,21.4
Quemazon,2017,0,0,0,0,1.1,2.8,3.8,5,8.3,9.1,8.2,9.5,0,10.5,0,12.4,0,13.4,0,13.6,0,15.2,0,17.1
Quemazon,2018,0,0,0,0.4,0,0.4,0,0.4,0,0.5,1.4,1.3,0,2.3,0,2.7,0,3.2,0,3.5,0,5.1,0,7.3
Quemazon,2019,0,0,0.4,4.3,0.8,5.4,3.8,7.9,6.5,10.3,8.6,12.6,4.5,16.7,0,18.3,0,19.8,0,20.3,0,25.1,0,25.7
Quemazon,2020,0,0,0,0.9,2.3,3.5,4.9,5.8,6.3,6.9,7.4,7.8,0,9.4,0,9.5,0,9.6,0,10.6,0,12.5,0,13.7
Quemazon,2021,0,0,0.1,0.6,0.5,1.7,1.7,2.8,3.4,3.8,4.3,4.6,0,6,0,6,0,6.7,0,8.6,0,12.4,0,13.6
Quemazon,2022,0,0,0,0.6,0.2,1,3.3,4,3.8,4.6,4.8,6.2,1.2,8.3,0,8.6,0,8.9,0,13.7,0,18.9,0,21.5
Red Mountain Pass,1981,0,0,3.4,3.2,4.9,5.6,6,8.5,8.5,9.6,10.7,12.1,16.4,18.2,10.4,20.9,0,25.6,0,27.2,0,32.2,0,34.6
Red Mountain Pass,1982,0,0,4,6.5,6.7,9.1,14.7,16.6,20.6,21.6,24,24.5,32.6,31.5,31,34.2,20.1,39.3,0,39.9,0,41.6,0,49.1
Red Mountain Pass,1983,0,0,1.1,2.8,8.6,9.6,10.6,11.8,12.5,14.4,17.8,19.6,29.3,28,35.3,34.1,32.3,38.7,0,41.3,0,44.1,0,46.6
Red Mountain Pass,1984,0,0,0,1.3,7.4,8.3,21.3,20.1,22.1,22.3,25.5,26.2,30.5,30.5,42.3,39.6,21.8,42.5,0,46,0,49.9,0,55.7
Red Mountain Pass,1985,0,0,4.4,6.8,7.3,9.8,15.4,16.5,17.8,19,22.5,22.7,33.1,30.2,35.5,35.2,10.5,39.5,0,39.9,0,42.8,0,44.4
Red Mountain Pass,1986,0,0,1.5,3,8.7,11,10.4,13.1,11.4,14.9,18.2,20.5,21.4,24.8,25.2,31.4,7.7,34.5,0,36.6,0,40.7,0,43.1
Red Mountain Pass,1987,2,0,5.9,4.4,11.9,10.3,10.1,11.3,16.1,16.6,23.1,22.3,31.3,27.8,30.1,30.8,15.5,33.7,0,34.7,0,36.4,0,41.9
Red Mountain Pass,1988,0,0,1.1,2.7,4.9,7.1,8,10.5,13.4,15.9,16.1,18.1,21.3,22.5,22,25.5,5.6,28.8,0,30,0,32,0,36.3
Red Mountain Pass,1989,0,0,0,1.3,6.4,7.3,10.3,11.9,13.9,15.1,21.8,20.5,24.1,23.6,16.3,24.3,0,25.6,0,26,0,28.3,0,30
Red Mountain Pass,1990,0,0,0,2.7,0.6,3.6,2.1,6.1,4,8.8,7.3,12.4,12.9,17.8,20.1,25.6,3.7,27.5,0,27.9,0,31.2,0,34.8
Red Mountain Pass,1991,0,0,0.8,3.7,4.4,8.3,7.7,11.4,10.5,14.6,12.3,16.6,22.2,24.8,25.7,28.4,0.6,30.4,0,31.7,0,35,0,37.2
Red Mountain Pass,1992,0,0,1.9,2.5,9,9.9,11.4,12.4,12.9,14.6,16.6,18,25.9,24.1,19.6,26,8.6,31.3,0,32.4,0,35.6,0,40
Red Mountain Pass,1993,0,0,1.8,3.1,5.7,7.6,8.7,11.1,16.7,17.5,26.1,25,32.3,29.4,30.2,34.1,14.1,38,0,38.8,0,39.2,0,43.4
Red Mountain Pass,1994,0,0,0,2.7,4.6,6.5,7.8,9.7,10.8,12.8,16,17.9,19.3,21.5,22.8,28.4,2.7,30.5,0,31.3,0,31.7,0,33.7
